2026-06-09 14:23:05,591 | INFO     | __main__ | Loaded 503 tickers from sp500_tickers.csv
2026-06-09 14:23:05,591 | INFO     | __main__ | ============================================================
2026-06-09 14:23:05,592 | INFO     | __main__ | DATA COLLECTION PIPELINE STARTED
2026-06-09 14:23:05,592 | INFO     | __main__ |   Date range : 2020-01-01 → 2025-01-01
2026-06-09 14:23:05,592 | INFO     | __main__ |   Tickers    : 503
2026-06-09 14:23:05,592 | INFO     | __main__ | ============================================================
2026-06-09 14:23:05,592 | INFO     | __main__ | History — batch 1/11  (MMM … ATO)
2026-06-12 14:15:51,269 | INFO     | __main__ | Loaded 503 tickers from sp500_tickers.csv
2026-06-12 14:15:51,269 | INFO     | __main__ | ============================================================
2026-06-12 14:15:51,270 | INFO     | __main__ | DATA COLLECTION PIPELINE STARTED
2026-06-12 14:15:51,270 | INFO     | __main__ |   Date range : 2020-01-01 → 2025-01-01
2026-06-12 14:15:51,270 | INFO     | __main__ |   Tickers    : 503
2026-06-12 14:15:51,270 | INFO     | __main__ | ============================================================
2026-06-12 14:15:51,270 | INFO     | __main__ | History — batch 1/11  (MMM … ATO)
2026-06-12 14:16:02,622 | INFO     | __main__ | History — batch 2/11  (ADSK … SCHW)
2026-06-12 14:16:13,753 | INFO     | __main__ | History — batch 3/11  (CHTR … DXCM)
2026-06-12 14:16:25,720 | INFO     | __main__ | History — batch 4/11  (FANG … FITB)
2026-06-12 14:16:35,280 | WARNING  | __main__ | FDXF: no history returned
2026-06-12 14:16:38,157 | INFO     | __main__ | History — batch 5/11  (FSLR … INCY)
2026-06-12 14:16:40,601 | WARNING  | __main__ | GEV: only 193 rows (< 200) — skipped
2026-06-12 14:16:49,559 | INFO     | __main__ | History — batch 6/11  (IR … MAR)
2026-06-12 14:17:01,455 | INFO     | __main__ | History — batch 7/11  (MRSH … OMC)
2026-06-12 14:17:13,537 | INFO     | __main__ | History — batch 8/11  (ON … ROP)
2026-06-12 14:17:20,391 | WARNING  | __main__ | Q: no history returned
2026-06-12 14:17:25,957 | INFO     | __main__ | History — batch 9/11  (ROST … TRV)
2026-06-12 14:17:26,913 | WARNING  | __main__ | SNDK: no history returned
2026-06-12 14:17:28,881 | WARNING  | __main__ | SOLV: only 194 rows (< 200) — skipped
2026-06-12 14:17:36,861 | INFO     | __main__ | History — batch 10/11  (TRMB … YUM)
2026-06-12 14:17:48,179 | INFO     | __main__ | History — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:17:48,630 | INFO     | __main__ | History complete — 621,349 rows, 5 failed
2026-06-12 14:17:48,634 | INFO     | __main__ | History validated — shape: (621349, 7) | null rate max: 0.00%
2026-06-12 14:17:48,634 | INFO     | __main__ | Info — batch 1/11  (MMM … ATO)
2026-06-12 14:18:04,926 | INFO     | __main__ | Info — batch 2/11  (ADSK … SCHW)
2026-06-12 14:18:21,003 | INFO     | __main__ | Info — batch 3/11  (CHTR … DXCM)
2026-06-12 14:18:40,583 | INFO     | __main__ | Info — batch 4/11  (FANG … FITB)
2026-06-12 14:18:57,140 | INFO     | __main__ | Info — batch 5/11  (FSLR … INCY)
2026-06-12 14:19:13,102 | INFO     | __main__ | Info — batch 6/11  (IR … MAR)
2026-06-12 14:19:29,500 | INFO     | __main__ | Info — batch 7/11  (MRSH … OMC)
2026-06-12 14:19:45,924 | INFO     | __main__ | Info — batch 8/11  (ON … ROP)
2026-06-12 14:20:02,186 | INFO     | __main__ | Info — batch 9/11  (ROST … TRV)
2026-06-12 14:20:19,003 | INFO     | __main__ | Info — batch 10/11  (TRMB … YUM)
2026-06-12 14:20:36,316 | INFO     | __main__ | Info — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:20:37,171 | INFO     | __main__ | Info complete — 503 rows, 0 failed
2026-06-12 14:20:37,174 | WARNING  | __main__ | Info: high null rate columns: ['dividendYield', 'debtToEquity']
2026-06-12 14:20:37,174 | INFO     | __main__ | Info validated — shape: (503, 31) | null rate max: 19.09%
2026-06-12 14:20:37,174 | INFO     | __main__ | Financials — batch 1/11  (MMM … ATO)
2026-06-12 14:20:50,391 | INFO     | __main__ | Financials — batch 2/11  (ADSK … SCHW)
2026-06-12 14:21:03,086 | INFO     | __main__ | Financials — batch 3/11  (CHTR … DXCM)
2026-06-12 14:21:09,108 | WARNING  | __main__ | CPRT: no financials returned
2026-06-12 14:21:16,235 | INFO     | __main__ | Financials — batch 4/11  (FANG … FITB)
2026-06-12 14:21:31,733 | INFO     | __main__ | Financials — batch 5/11  (FSLR … INCY)
2026-06-12 14:21:44,525 | INFO     | __main__ | Financials — batch 6/11  (IR … MAR)
2026-06-12 14:21:58,091 | INFO     | __main__ | Financials — batch 7/11  (MRSH … OMC)
2026-06-12 14:22:11,800 | INFO     | __main__ | Financials — batch 8/11  (ON … ROP)
2026-06-12 14:22:25,611 | INFO     | __main__ | Financials — batch 9/11  (ROST … TRV)
2026-06-12 14:22:39,951 | INFO     | __main__ | Financials — batch 10/11  (TRMB … YUM)
2026-06-12 14:22:52,657 | INFO     | __main__ | Financials — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:22:53,426 | INFO     | __main__ | Financials complete — 2,375 rows, 1 failed
2026-06-12 14:22:53,428 | WARNING  | __main__ | Financials: high null rate columns: ['Tax Effect Of Unusual Items', 'Tax Rate For Calcs', 'Normalized EBITDA', 'Total Unusual Items', 'Total Unusual Items Excluding Goodwill', 'Net Income From Continuing Operation Net Minority Interest', 'Reconciled Depreciation', 'Reconciled Cost Of Revenue', 'EBITDA', 'EBIT', 'Net Interest Income', 'Interest Expense', 'Interest Income', 'Normalized Income', 'Net Income From Continuing And Discontinued Operation', 'Total Expenses', 'Total Operating Income As Reported', 'Diluted Average Shares', 'Basic Average Shares', 'Diluted EPS', 'Basic EPS', 'Diluted NI Availto Com Stockholders', 'Net Income Common Stockholders', 'Net Income', 'Minority Interests', 'Net Income Including Noncontrolling Interests', 'Net Income Discontinuous Operations', 'Net Income Continuous Operations', 'Earnings From Equity Interest Net Of Tax', 'Tax Provision', 'Pretax Income', 'Other Income Expense', 'Other Non Operating Income Expenses', 'Special Income Charges', 'Gain On Sale Of Business', 'Impairment Of Capital Assets', 'Restructuring And Mergern Acquisition', 'Gain On Sale Of Security', 'Net Non Operating Interest Income Expense', 'Interest Expense Non Operating', 'Interest Income Non Operating', 'Operating Income', 'Operating Expense', 'Research And Development', 'Selling General And Administration', 'General And Administrative Expense', 'Other Gand A', 'Salaries And Wages', 'Gross Profit', 'Cost Of Revenue', 'Total Revenue', 'Operating Revenue', 'Depreciation Amortization Depletion Income Statement', 'Depreciation And Amortization In Income Statement', 'Amortization', 'Amortization Of Intangibles Income Statement', 'Otherunder Preferred Stock Dividend', 'Other Special Charges', 'Other Operating Expenses', 'Average Dilution Earnings', 'Selling And Marketing Expense', 'Earnings From Equity Interest', 'Gain On Sale Of Ppe', 'Write Off', 'Loss Adjustment Expense', 'Net Policyholder Benefits And Claims', 'Policyholder Benefits Gross', 'Policyholder Benefits Ceded', 'Provision For Doubtful Accounts', 'Depreciation Income Statement', 'Preferred Stock Dividends', 'Rent Expense Supplemental', 'Other Taxes', 'Excise Taxes', 'Occupancy And Equipment', 'Professional Expense And Contract Services Expense', 'Other Non Interest Expense', 'Rent And Landing Fees', 'Total Other Finance Cost', 'Insurance And Claims', 'Net Income From Tax Loss Carryforward', 'Net Income Extraordinary', 'Securities Amortization', 'Depletion Income Statement']
2026-06-12 14:22:53,428 | INFO     | __main__ | Financials validated — shape: (2375, 86) | null rate max: 99.87%
2026-06-12 14:22:54,487 | INFO     | __main__ | Saved all_history.parquet — 621,349 rows × 7 cols — 21.11 MB
2026-06-12 14:22:54,494 | INFO     | __main__ | Saved all_info.parquet — 503 rows × 31 cols — 0.12 MB
2026-06-12 14:22:54,520 | INFO     | __main__ | Saved all_financials.parquet — 2,375 rows × 86 cols — 0.67 MB
2026-06-12 14:22:54,522 | WARNING  | __main__ | 6 failed ticker-stage pairs logged to logs/failed_tickers.csv
2026-06-12 14:22:54,522 | INFO     | __main__ | ============================================================
2026-06-12 14:22:54,522 | INFO     | __main__ | DATA COLLECTION COMPLETE
2026-06-12 14:22:54,522 | INFO     | __main__ |   History rows    : 621,349
2026-06-12 14:22:54,522 | INFO     | __main__ |   Info rows       : 503
2026-06-12 14:22:54,522 | INFO     | __main__ |   Financials rows : 2,375
2026-06-12 14:22:54,522 | INFO     | __main__ |   Failed (unique) : 6
2026-06-12 14:22:54,522 | INFO     | __main__ | ============================================================
2026-06-12 14:22:55,299 | INFO     | __main__ | Loaded 503 tickers from sp500_tickers.csv
2026-06-12 14:22:55,299 | INFO     | __main__ | ============================================================
2026-06-12 14:22:55,299 | INFO     | __main__ | DATA COLLECTION PIPELINE STARTED
2026-06-12 14:22:55,299 | INFO     | __main__ |   Date range : 2020-01-01 → 2025-01-01
2026-06-12 14:22:55,299 | INFO     | __main__ |   Tickers    : 503
2026-06-12 14:22:55,299 | INFO     | __main__ | ============================================================
2026-06-12 14:22:55,299 | INFO     | __main__ | History — batch 1/11  (MMM … ATO)
2026-06-12 14:23:07,486 | INFO     | __main__ | History — batch 2/11  (ADSK … SCHW)
2026-06-12 14:23:19,305 | INFO     | __main__ | History — batch 3/11  (CHTR … DXCM)
2026-06-12 14:23:30,577 | INFO     | __main__ | History — batch 4/11  (FANG … FITB)
2026-06-12 14:23:39,880 | WARNING  | __main__ | FDXF: no history returned
2026-06-12 14:23:42,262 | INFO     | __main__ | History — batch 5/11  (FSLR … INCY)
2026-06-12 14:23:44,892 | WARNING  | __main__ | GEV: only 193 rows (< 200) — skipped
2026-06-12 14:23:53,113 | INFO     | __main__ | History — batch 6/11  (IR … MAR)
2026-06-12 14:24:04,269 | INFO     | __main__ | History — batch 7/11  (MRSH … OMC)
2026-06-12 14:24:16,173 | INFO     | __main__ | History — batch 8/11  (ON … ROP)
2026-06-12 14:24:22,988 | WARNING  | __main__ | Q: no history returned
2026-06-12 14:24:27,795 | INFO     | __main__ | History — batch 9/11  (ROST … TRV)
2026-06-12 14:24:28,801 | WARNING  | __main__ | SNDK: no history returned
2026-06-12 14:24:30,693 | WARNING  | __main__ | SOLV: only 194 rows (< 200) — skipped
2026-06-12 14:24:38,176 | INFO     | __main__ | History — batch 10/11  (TRMB … YUM)
2026-06-12 14:24:49,938 | INFO     | __main__ | History — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:24:50,472 | INFO     | __main__ | History complete — 621,349 rows, 5 failed
2026-06-12 14:24:50,475 | INFO     | __main__ | History validated — shape: (621349, 7) | null rate max: 0.00%
2026-06-12 14:24:50,475 | INFO     | __main__ | Info — batch 1/11  (MMM … ATO)
2026-06-12 14:25:06,221 | INFO     | __main__ | Info — batch 2/11  (ADSK … SCHW)
2026-06-12 14:25:22,053 | INFO     | __main__ | Info — batch 3/11  (CHTR … DXCM)
2026-06-12 14:25:38,540 | INFO     | __main__ | Info — batch 4/11  (FANG … FITB)
2026-06-12 14:25:54,486 | INFO     | __main__ | Info — batch 5/11  (FSLR … INCY)
2026-06-12 14:26:10,835 | INFO     | __main__ | Info — batch 6/11  (IR … MAR)
2026-06-12 14:26:26,657 | INFO     | __main__ | Info — batch 7/11  (MRSH … OMC)
2026-06-12 14:26:44,189 | INFO     | __main__ | Info — batch 8/11  (ON … ROP)
2026-06-12 14:27:00,469 | INFO     | __main__ | Info — batch 9/11  (ROST … TRV)
2026-06-12 14:27:16,757 | INFO     | __main__ | Info — batch 10/11  (TRMB … YUM)
2026-06-12 14:27:33,483 | INFO     | __main__ | Info — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:27:34,336 | INFO     | __main__ | Info complete — 503 rows, 0 failed
2026-06-12 14:27:34,338 | WARNING  | __main__ | Info: high null rate columns: ['dividendYield', 'debtToEquity']
2026-06-12 14:27:34,338 | INFO     | __main__ | Info validated — shape: (503, 31) | null rate max: 19.09%
2026-06-12 14:27:34,338 | INFO     | __main__ | Financials — batch 1/11  (MMM … ATO)
2026-06-12 14:27:47,325 | INFO     | __main__ | Financials — batch 2/11  (ADSK … SCHW)
2026-06-12 14:28:00,316 | INFO     | __main__ | Financials — batch 3/11  (CHTR … DXCM)
2026-06-12 14:28:12,690 | INFO     | __main__ | Financials — batch 4/11  (FANG … FITB)
2026-06-12 14:28:25,928 | INFO     | __main__ | Financials — batch 5/11  (FSLR … INCY)
2026-06-12 14:28:38,425 | INFO     | __main__ | Financials — batch 6/11  (IR … MAR)
2026-06-12 14:28:50,692 | INFO     | __main__ | Financials — batch 7/11  (MRSH … OMC)
2026-06-12 14:29:03,500 | INFO     | __main__ | Financials — batch 8/11  (ON … ROP)
2026-06-12 14:29:16,150 | INFO     | __main__ | Financials — batch 9/11  (ROST … TRV)
2026-06-12 14:29:29,301 | INFO     | __main__ | Financials — batch 10/11  (TRMB … YUM)
2026-06-12 14:29:42,039 | INFO     | __main__ | Financials — batch 11/11  (ZBRA … ZTS)
2026-06-12 14:29:42,727 | INFO     | __main__ | Financials complete — 2,380 rows, 0 failed
2026-06-12 14:29:42,730 | WARNING  | __main__ | Financials: high null rate columns: ['Tax Effect Of Unusual Items', 'Tax Rate For Calcs', 'Normalized EBITDA', 'Total Unusual Items', 'Total Unusual Items Excluding Goodwill', 'Net Income From Continuing Operation Net Minority Interest', 'Reconciled Depreciation', 'Reconciled Cost Of Revenue', 'EBITDA', 'EBIT', 'Net Interest Income', 'Interest Expense', 'Interest Income', 'Normalized Income', 'Net Income From Continuing And Discontinued Operation', 'Total Expenses', 'Total Operating Income As Reported', 'Diluted Average Shares', 'Basic Average Shares', 'Diluted EPS', 'Basic EPS', 'Diluted NI Availto Com Stockholders', 'Net Income Common Stockholders', 'Net Income', 'Minority Interests', 'Net Income Including Noncontrolling Interests', 'Net Income Discontinuous Operations', 'Net Income Continuous Operations', 'Earnings From Equity Interest Net Of Tax', 'Tax Provision', 'Pretax Income', 'Other Income Expense', 'Other Non Operating Income Expenses', 'Special Income Charges', 'Gain On Sale Of Business', 'Impairment Of Capital Assets', 'Restructuring And Mergern Acquisition', 'Gain On Sale Of Security', 'Net Non Operating Interest Income Expense', 'Interest Expense Non Operating', 'Interest Income Non Operating', 'Operating Income', 'Operating Expense', 'Research And Development', 'Selling General And Administration', 'General And Administrative Expense', 'Other Gand A', 'Salaries And Wages', 'Gross Profit', 'Cost Of Revenue', 'Total Revenue', 'Operating Revenue', 'Depreciation Amortization Depletion Income Statement', 'Depreciation And Amortization In Income Statement', 'Amortization', 'Amortization Of Intangibles Income Statement', 'Otherunder Preferred Stock Dividend', 'Other Special Charges', 'Other Operating Expenses', 'Average Dilution Earnings', 'Selling And Marketing Expense', 'Earnings From Equity Interest', 'Gain On Sale Of Ppe', 'Write Off', 'Loss Adjustment Expense', 'Net Policyholder Benefits And Claims', 'Policyholder Benefits Gross', 'Policyholder Benefits Ceded', 'Provision For Doubtful Accounts', 'Depreciation Income Statement', 'Preferred Stock Dividends', 'Rent Expense Supplemental', 'Other Taxes', 'Excise Taxes', 'Occupancy And Equipment', 'Professional Expense And Contract Services Expense', 'Other Non Interest Expense', 'Rent And Landing Fees', 'Total Other Finance Cost', 'Insurance And Claims', 'Net Income From Tax Loss Carryforward', 'Net Income Extraordinary', 'Securities Amortization', 'Depletion Income Statement']
2026-06-12 14:29:42,730 | INFO     | __main__ | Financials validated — shape: (2380, 86) | null rate max: 99.87%
2026-06-12 14:29:42,966 | INFO     | __main__ | Saved all_history.parquet — 621,349 rows × 7 cols — 21.10 MB
